Constellation, Max Distance, Same Constellations Accross Cultures 
CON arabic_ancient 4199,0.08671109920962382, 1
CON arabic_al-sufi Psc,0.08671109920962382, 1
CON chinese 206,0.08672744617749004, 1
CON chinese 068,0.08675418512123778, 1
CON chinese 265,0.08686787429900035, 1
CON korean 237,0.08723558056441649, 1
CON chinese 083,0.08723558056441649, 1
CON western_rey Dor,0.0872741903132661, 2
CON western Aps,0.08743134738330416, 2
CON western_hlad Aps,0.08743134738330416, 2
CON inuit 007,0.08777398584646583, 1
CON korean 057,0.0881366612305091, 1
CON western_rey Aql,0.0881366612305091, 1
CON chinese 297,0.0884007657894338, 1
CON western_hlad Gru,0.08848985221098862, 1
CON western_SnT Gru,0.08848985221098862, 1
CON korean 096,0.08870753112224423, 1
CON indian N11,0.08891353036261632, 4
CON romanian C3i,0.08913579028502, 1
CON korean 111,0.08940385259283129, 1
CON chinese 125,0.08992459476665429, 1
CON western_hlad Lup,0.09004434531474229, 1
CON ruelle Lup,0.09004434531474229, 1
CON western PsA,0.09005953480628541, 2
CON arabic_ancient 6099,0.09005953480628541, 1
CON korean 099,0.09022444625435935, 1
CON arabic_al-sufi Cas,0.09022444625435935, 1
CON western_hlad Cap,0.09022970039909697, 1
CON western_rey Cap,0.09056622386891296, 1
CON ruelle Phe,0.09076433678216983, 1
CON chinese 103,0.09076433678216983, 1
CON chinese 148,0.09080388682170783, 1
CON korean 001,0.0908906837755663, 1
CON korean 161,0.09105577773597091, 2
CON japanese_moon_stations 22,0.09105577773597091, 1
CON chinese 036,0.09117971560835163, 1
CON korean 146,0.09128566311387401, 1
CON korean 200,0.0913263821275617, 1
CON western_hlad CVn,0.09151503388101452, 1
CON western CVn,0.09153384559004742, 5
CON ruelle Cer,0.09189111195554928, 1
CON chinese 030,0.0919834692952916, 1
CON korean 120,0.09228021775138756, 1
CON western Crt,0.0927076257381317, 3
CON ruelle Crt,0.0927076257381317, 1
CON western_SnT Crt,0.0927076257381317, 1
CON korean 064,0.09274493328898104, 1
CON chinese 286,0.09325851317186024, 1
CON chinese 081,0.09340622087700427, 1
CON western_rey UMaP,0.0937980457813709, 2
CON chinese 261,0.09380771805201145, 1
CON korean 159,0.09382364004855034, 1
CON chinese 269,0.09382364004855034, 1
CON chinese 244,0.09403201741492033, 1
CON arabic_al-sufi Dra,0.09467413690824525, 1
CON korean 046,0.09507480054099898, 2
CON western_hlad Sgr,0.09507480054099898, 1
CON ruelle Sgr,0.09507480054099898, 1
CON western_SnT Sgr,0.09507480054099898, 1
CON romanian Tdz,0.09512136446833779, 1
CON chinese 171,0.0953475187243041, 1
CON ruelle Gem,0.09535077516405904, 1
CON western_hlad CrA,0.0957537171672147, 1
CON arabic_ancient 4999,0.09593916623539245, 1
CON chinese 029,0.0959810818413139, 1
CON western_hlad CMa,0.09600251318372065, 1
CON egyptian 024,0.09600251318372065, 1
CON korean 229,0.09607667807321937, 2
CON arabic_ancient 5999,0.09637796381694798, 1
CON western Lep,0.09663219359132673, 2
CON western_hlad Lep,0.09663219359132673, 1
CON ruelle Lep,0.09663219359132673, 1
CON western_rey Lep,0.09663219359132673, 2
CON arabic_al-sufi Lep,0.09663219359132673, 1
CON aztec 004,0.09681387375414731, 1
CON chinese 062,0.09733389202913754, 1
CON arabic_al-sufi SFB,0.09753714858873293, 1
CON tukano 005,0.09754674084722785, 1
CON western Ara,0.0976233590662257, 2
CON western_rey Ara,0.0976233590662257, 1
CON western Sex,0.09764138052093509, 2
CON korean 141,0.09767226149802062, 1
CON chinese 001,0.09767226149802062, 1
CON chinese 173,0.09792701380316769, 1
#CON indian N13,0.09837136121241255, 2
CON hawaiian_starlines MEE,0.09837136121241255, 4
CON korean 192,0.09837136121241255, 3
CON chinese 097,0.09842822831467826, 1
CON egyptian 025,0.09884682433400704, 1
CON ruelle Vul,0.09890689303171418, 1
CON western_SnT Vul,0.09890689303171418, 1
CON western Pyx,0.09907690425553793, 2
CON western_hlad Ara,0.10017510160510949, 1
CON mandar 002,0.10017510160510949, 1
CON chinese 054,0.10017510160510949, 1
CON western_SnT Ara,0.10017510160510949, 1
CON arabic_al-sufi Ara,0.10069286536435187, 1
CON chinese 072,0.10069370859949882, 1
CON chinese 258,0.10118413600259309, 1
CON korean 181,0.10129178604352256, 1
CON arabic_ancient 6299,0.10152588049676872, 1
CON arabic_al-sufi SHr,0.10175392326871133, 1
CON japanese_moon_stations 27,0.1023093611560627, 1
CON arabic_al-sufi Crt,0.1023093611560627, 1
CON anutan 010,0.10240646272256844, 1
CON arabic_ancient 5699,0.10257427325769589, 2
CON korean 247,0.10260803990806609, 1
CON korean 121,0.10298296050282972, 1
CON arabic_al-sufi Per,0.10298296050282972, 1
CON western Hya,0.10301775241412749, 2
CON chinese 156,0.10310126773583418, 1
CON korean 033,0.10320456108933741, 1
CON chinese 052,0.10369452958252004, 1
CON arabic_ancient 1502,0.10379759112610083, 1
CON chinese 153,0.10382241859437089, 1
CON arabic_al-sufi Leo,0.10395141632736701, 1
CON chinese 094,0.10400561104900241, 1
CON western Mus,0.10417709641678304, 2
CON western_SnT Men,0.10425923511031755, 1
CON ruelle Cam,0.10457714435874761, 1
CON ruelle Ara,0.10458249087458817, 1
CON western_hlad Crt,0.10478896630731369, 1
CON korean 129,0.10481344144950312, 1
CON western For,0.10481344144950312, 2
CON hawaiian_starlines HAN,0.10495044235380657, 10
#CON ruelle Cru,0.10495044235380657, 1
CON western Lac,0.10544414183014526, 2
CON western_hlad Lac,0.10544414183014526, 1
CON western Lup,0.10569560703559613, 2
CON chinese 051,0.10569560703559613, 1
CON chinese 118,0.1058308450823828, 1
CON ruelle Crv,0.10605412326510519, 2
CON korean 110,0.10635928457997061, 1
CON korean 212,0.10664379874802862, 1
CON korean 106,0.10684917154104667, 1
CON romanian Vca,0.10708911818696518, 1
CON korean 216,0.1076057757650657, 1
CON chinese 208,0.1076057757650657, 1
CON western_rey SerCp,0.10777290361268994, 1
CON korean 245,0.10843479265457984, 1
CON arabic_ancient 1099,0.10882810128184098, 1
CON korean 090,0.10898472261000273, 1
CON chinese 135,0.10898472261000273, 1
CON western Sct,0.10902749243692879, 2
CON romanian Ber,0.10964501193413093, 1
CON ruelle Lib,0.11013961572661461, 1
CON arabic_ancient 2703,0.1109245577979793, 1
CON arabic_ancient 2799,0.1109245577979793, 1
CON chinese 301,0.11121324770028437, 1
CON western_rey Sct,0.1112446337815303, 2
CON arabic_ancient 4799,0.11124879547730004, 1
CON western Men,0.11139930995700119, 2
CON korean 019,0.11174590527157158, 1
CON korean 078,0.1118323857618817, 1
CON korean 153,0.11191315340067624, 2
CON western Tri,0.11220221650335357, 6
CON arabic_ancient 2601,0.11220221650335357, 1
CON chinese 180,0.11246694021079036, 1
CON chinese 284,0.11281542476901014, 1
CON chinese 172,0.11305700813476248, 1
CON egyptian 020,0.11317720749392338, 1
CON western_hlad Sct,0.11329937724188752, 1
CON korean 101,0.11338323572982235, 1
CON arabic_ancient 0699,0.1133855198358918, 2
CON boorong Pur,0.11437044498211149, 1
CON korean 083,0.11445000229505507, 1
CON western Gru,0.11450535925318354, 3
CON chinese 057,0.11513632715894746, 1
CON arabic_ancient 1903,0.11575003807486321, 2
CON korean 236,0.11593644938502605, 2
CON arabic_ancient 0299,0.11593644938502605, 2
CON arabic_al-sufi Cap,0.11599139057776169, 1
CON western_rey Sgr,0.1160601132474643, 1
CON arabic_ancient 0899,0.11628924512440594, 1
CON tukano 011,0.11652060643821675, 6
#CON macedonian 001,0.11652060643821675, 11
CON blackfoot 001,0.11652060643821675, 1
CON bugis 005,0.11652060643821675, 1
CON western Sgr,0.11655569044987936, 2
CON bugis 012,0.11674259101600505, 1
CON korean 085,0.11704988862989137, 1
CON arabic_arabian_peninsula 2550,0.11708181486501816, 3
CON arabic_al-sufi Tri,0.11708181486501816, 1
CON western_rey Ind,0.11711773623565415, 1
CON western_SnT Ind,0.11711773623565415, 1
CON tukano 008,0.1173326461622195, 1
CON western_hlad Mic,0.11779736629465155, 1
CON arabic_al-sufi CMa,0.1180503085241718, 1
CON western_SnT CrA,0.11830285766635827, 1
CON western_SnT Lup,0.11857195990343926, 1
CON ruelle Col,0.1190273526725641, 1
CON western LMi,0.11915289908437642, 2
CON western_hlad LMi,0.11915289908437642, 1
CON western_rey LMi,0.11915289908437642, 2
CON mandar 003,0.11923712869015125, 1
CON korean 202,0.11932835374275488, 2
CON northern_andes 002,0.11956221648650461, 1
CON arabic_arabian_peninsula 2650,0.12007257637725884, 1
CON korean 061,0.1202286589470094, 1
CON chinese 050,0.12026703203280524, 1
CON chinese 184,0.12038776024760152, 1
CON western_rey And,0.1209273744288283, 1
CON korean 160,0.12098416675275353, 1
CON chinese 091,0.12110256878492001, 1
CON bugis 002,0.12116505255930833, 1
CON korean 015,0.12117414502733521, 1
CON arabic_al-sufi Crv,0.12152572366923016, 1
CON chinese 031,0.12152572366923016, 1
CON western_hlad Tel,0.12209475803525732, 1
CON korean 185,0.1221087379868896, 1
CON chinese 278,0.1221087379868896, 1
CON western_SnT Eri,0.12243953943018275, 1
CON arabic_al-sufi Oph,0.12264421085528075, 1
CON romanian Gem,0.12274777532679686, 1
CON korean 018,0.12305086046101166, 2
CON japanese_moon_stations 03,0.12305086046101166, 1
CON western Psc,0.12320220877357017, 1
CON chinese_contemporary Psc,0.12320220877357017, 1
CON western_hlad Psc,0.12320220877357017, 1
CON western_rey Psc,0.12320220877357017, 1
CON romanian Psc,0.12320220877357017, 1
CON western_SnT Psc,0.12320220877357017, 1
CON arabic_al-sufi Cyg,0.12331868751349254, 1
CON western_hlad Phe,0.12381137685230048, 1
CON western_SnT Phe,0.12381137685230048, 1
CON chinese 074,0.12390935163865495, 1
CON ruelle UMa,0.12391456828583947, 1
CON korean 011,0.12439095153415365, 1
CON macedonian 015,0.1250296089229508, 1
CON korean 002,0.12547422421019594, 2
CON mandar 001,0.1258891685077884, 1
CON western Col,0.1260306935066104, 2
CON western_hlad Col,0.1260306935066104, 2
CON western_rey Col,0.1260306935066104, 1
CON boorong Krk,0.12724817500965688, 1
CON tupi 004,0.1275363668584938, 1
CON western Cha,0.12799397563097079, 2
CON western_rey Cha,0.12799397563097079, 1
CON western_SnT Cha,0.12799397563097079, 1
CON ruelle Leo,0.1282128444828376, 1
CON arabic_al-sufi Aqr,0.12898393922963253, 1
CON western_hlad Cha,0.1291486302266029, 1
CON western Cir,0.1293229466910008, 5
CON egyptian 009,0.12935479706252703, 1
CON korean 081,0.12939743279956328, 2
CON japanese_moon_stations 12,0.12939743279956328, 1
CON western Vel,0.1298792157896425, 2
CON korean 252,0.1309330571360928, 2
CON chinese 214,0.13119649708957995, 1
CON aztec 003,0.13123873198574257, 1
CON egyptian 006,0.13142012985398474, 1
CON navajo 008,0.13143099227998684, 1
CON inuit 002,0.13143099227998684, 1
CON chinese 270,0.13196834320609488, 1
CON ruelle Boo,0.13221982463203255, 1
CON inuit 004,0.13225832722094072, 1
CON western Ant,0.13289354160468467, 2
CON chinese 235,0.13319518912453243, 1
CON chinese 228,0.13328623428067485, 1
CON arabic_al-sufi And,0.1333032705519412, 1
CON arabic_al-sufi Vir,0.13435585110833403, 1
CON western_hlad Pup,0.13443617157536722, 1
CON arabic_arabian_peninsula 2808,0.13499984648155386, 3
CON western Tra,0.1351146889402374, 5
CON western_rey TrA,0.1351146889402374, 2
CON korean 130,0.13545266739161654, 2
CON western Aur,0.13545266739161654, 4
CON anutan 009,0.1354669107084733, 1
CON korean 184,0.1355911629508485, 1
CON western_hlad Tuc,0.1358118834858483, 2
CON ruelle Tuc,0.1358118834858483, 1
CON western_rey Tuc,0.1358118834858483, 1
CON chinese 035,0.1359171660941838, 1
CON arabic_al-sufi Lup,0.13612723238140975, 1
CON ruelle Cnc,0.13631307622814007, 1
CON chinese 109,0.136860455673521, 1
CON korean 198,0.13720095749276953, 1
CON ruelle Com,0.13720095749276953, 1
CON chinese 033,0.13720713275016014, 1
CON korean 116,0.13756519935906397, 1
CON western Vul,0.1377478264763706, 3
CON korean 062,0.13777285385006477, 1
CON chinese 232,0.13777285385006477, 1
CON western_rey Lup,0.13798763880577192, 1
CON ruelle Aql2,0.1381392173560581, 1
CON western_rey Ori,0.13823551702476686, 1
CON western_SnT Ori,0.13823551702476686, 1
CON arabic_ancient 4599,0.1383770127661266, 1
CON western_hlad Aqr,0.13866208722504184, 1
CON macedonian 013,0.13900601896221, 1
CON arabic_al-sufi Aur,0.13935800912597002, 1
CON chinese 053,0.14016224684606843, 1
CON korean 012,0.14020710867726674, 1
CON arabic_ancient 1001,0.14025887471748721, 1
CON western_hlad Vul,0.14130149346986262, 1
CON egyptian 013,0.14162030030239922, 1
CON ruelle Per,0.14244152246364522, 1
CON tupi 001,0.14251408548572836, 1
CON korean 251,0.14272877065968362, 1
CON western_SnT Cap,0.14284146882327503, 1
CON western_rey Boo,0.142936229497749, 1
CON western_hlad Cam,0.14295690262210903, 1
CON western_rey Cam,0.14295690262210903, 1
CON western_SnT Cam,0.14295690262210903, 1
CON arabic_ancient 2002,0.14333707308346796, 1
CON arabic_ancient 2004,0.1435811567101994, 1
CON book-of-the-stars-almagest SFA,0.14382068208704557, 1
CON ruelle Aqr,0.14409637598871694, 1
CON arabic_ancient 1399,0.1449043192796581, 1
CON arabic_ancient 2005,0.14500032279612585, 1
CON western_hlad Gem,0.14505297559355626, 1
CON macedonian 005,0.14545147615329357, 1
CON arabic_arabian_peninsula 4299,0.14545147615329357, 1
CON hawaiian_starlines KHK,0.14545147615329357, 1
CON western Ori,0.14545147615329357, 2
CON arabic_ancient 4299,0.14545147615329357, 2
CON western_hlad Ori,0.14545147615329357, 1
CON ruelle Ori,0.14545147615329357, 1
CON romanian Rar,0.14545147615329357, 1
CON sardinian 004,0.14545147615329357, 2
CON western_rey Cyg,0.1465112544819695, 1
CON western CMa,0.14666876269620718, 1
CON chinese_contemporary CMa,0.14666876269620718, 1
CON ruelle CMa,0.14666876269620718, 1
CON western_rey CMa,0.14666876269620718, 1
CON romanian Cma,0.14666876269620718, 1
CON western_SnT Aql,0.14683247576233457, 1
CON hawaiian_starlines KAO,0.1475198137858951, 1
CON western Leo,0.1475198137858951, 2
CON western_SnT Leo,0.1475198137858951, 1
CON boorong Tbg,0.14754830769637825, 1
CON chinese 163,0.14777964600858326, 1
CON chinese 215,0.14841521045871522, 1
CON korean 201,0.1485900224876968, 2
CON western_rey Cnc,0.14882100062481587, 1
CON western Phe,0.14896276892794993, 2
CON western_rey Phe,0.14896276892794993, 1
CON egyptian 007,0.1493677637069511, 1
CON western_rey Pyx,0.15030052432526866, 2
CON korean 190,0.150337219800581, 1
CON western Sco,0.1503719724765976, 3
CON western_SnT Sex,0.15072682252998137, 1
CON arabic_al-sufi Cet,0.15144968145959092, 1
CON western Gem,0.15231434577431505, 4
CON western_rey Gem,0.15231434577431505, 1
CON arabic_al-sufi Gem,0.15231434577431505, 1
CON chinese 130,0.152680059238007, 1
CON western Cen,0.1528329227379567, 2
CON western_rey Cas,0.1534189867247083, 1
CON romanian Sfm,0.15426810007519232, 1
CON bugis 008,0.15426810007519232, 1
CON arabic_al-sufi Her,0.15455747615691914, 1
CON western Cyg,0.15648504252685502, 3
CON romanian Pma,0.15648504252685502, 1
CON sardinian 009,0.15648504252685502, 1
CON korean 215,0.15675225183570107, 1
CON arabic_ancient 2299,0.15675225183570107, 1
CON western_SnT Cen,0.15700691133248662, 1
CON japanese_moon_stations 21,0.1574547094356546, 1
CON western Boo,0.1583551209509202, 3
CON western_SnT Boo,0.1583551209509202, 1
CON egyptian 027,0.1586648408849059, 1
CON western Ind,0.15909778429446927, 2
CON western_hlad Ind,0.15909778429446927, 1
CON arabic_ancient 1999,0.1594087753817155, 2
CON arabic_al-sufi Eri,0.16015707898646134, 1
CON western_rey CruF,0.16057096040637855, 2
CON western_hlad Vel,0.16059166016119875, 2
CON western_rey Vel,0.16059166016119875, 1
CON arabic_arabian_peninsula 2901,0.16080317521138948, 3
CON egyptian 017,0.16091983042080482, 1
CON western_hlad Cen,0.16158129488140066, 1
CON chinese_contemporary Her,0.1622678967387673, 1
CON romanian Omu,0.1622678967387673, 1
CON western Aql,0.16284936134171565, 2
CON western_rey Aur,0.1629709404055964, 1
CON western_SnT Aur,0.1629709404055964, 1
CON western_hlad Per,0.16305500862836023, 1
CON arabic_ancient 5399,0.16339270689179858, 1
CON western Eri,0.16398378049010628, 2
CON arabic_ancient 1899,0.16405204456110667, 1
CON western Pic,0.1646427986486171, 4
CON western_rey Pic,0.1646427986486171, 1
CON western_hlad Mon,0.16489283212801092, 1
CON western_rey Mon,0.16489283212801092, 1
CON western_SnT Mon,0.16489283212801092, 1
CON boorong Djt,0.1650372006910754, 1
CON macedonian 006,0.16557288738816472, 1
CON arabic_al-sufi Aql,0.1670765766364123, 1
CON arabic_ancient 5599,0.16785331958482685, 2
CON western UMa,0.16790029655889604, 3
CON western_hlad UMa,0.16790029655889604, 1
CON arabic_al-sufi Can,0.1680955352565734, 1
CON western Pav,0.1684870500990112, 3
CON ruelle Pav,0.1684870500990112, 1
CON western_SnT Pav,0.1684870500990112, 1
CON western Pup,0.16885776837554614, 2
CON western Oph,0.1689955172004649, 2
CON western Cam,0.16909206040850933, 2
CON western_hlad Pav,0.16996116460215038, 1
CON western Lib,0.17000088813302283, 2
CON western_rey Lib,0.17000088813302283, 2
CON romanian Cat,0.17000088813302283, 1
CON western_rey Pup,0.1705924687173809, 1
CON western_SnT Pup,0.1705924687173809, 1
CON western_rey Per,0.1715157526167257, 1
CON western_SnT Per,0.1715157526167257, 1
CON arabic_ancient 0499,0.17239697377659113, 1
CON ruelle Cet,0.17242178506161793, 1
CON egyptian 014,0.17310482282069609, 1
CON western_SnT Com,0.17310482282069609, 1
CON chinese 022,0.1731796565065192, 1
CON ruelle Gru,0.1736993767317602, 1
CON arabic_ancient 4899,0.17393298223155257, 1
CON korean 149,0.1748291802849553, 2
CON romanian Var,0.1750043880936752, 1
CON arabic_ancient 2699,0.17510956325771374, 1
CON tupi 003,0.17550099960372148, 1
CON western_hlad For,0.1755502546057062, 2
CON western_hlad Oph,0.17568235336327484, 1
CON western Lyn,0.17751020395494232, 3
CON western_rey Lyn,0.17751020395494232, 1
CON arabic_ancient 1199,0.17773332081525745, 1
CON western Tuc,0.17799640805125444, 2
CON korean 187,0.17808570973020674, 1
CON tupi 002,0.17848270971161923, 1
CON western_hlad Leo,0.17864174438208263, 2
CON egyptian 003,0.17864174438208263, 1
CON ruelle Lac,0.17910731268938299, 1
CON western Dra,0.17945598267899127, 4
CON western_hlad Dra,0.17945598267899127, 1
CON ruelle Dra,0.17945598267899127, 1
CON western_rey Dra,0.17945598267899127, 2
CON western_rey DraT,0.17945598267899127, 1
CON macedonian 012,0.17986503573500548, 1
CON egyptian 011,0.17996674572487112, 1
CON western Com,0.18074728425481848, 5
CON western_rey Com,0.18074728425481848, 1
CON western Ari,0.18125677043681696, 4
CON anutan 005,0.18125677043681696, 1
CON sami 002,0.18212056858601072, 1
CON western_rey Her,0.18238210312248523, 1
CON western_SnT Her,0.18238210312248523, 1
CON indian N16,0.18278417161036792, 1
CON western_rey Oph,0.18377541946618817, 1
CON ruelle Vir,0.18416630248926324, 1
CON arabic_ancient 6199,0.1858617835943971, 1
CON ruelle Dor,0.1864803135332895, 1
CON ruelle Aur,0.18677078678127831, 1
CON arabic_al-sufi Arg,0.1868226032477033, 1
CON korean 003,0.1889424761833474, 1
CON japanese_moon_stations 01,0.1889424761833474, 2
CON romanian Vir,0.1889424761833474, 1
CON western_hlad Cet,0.18990286414936502, 1
CON romanian Chi,0.18990286414936502, 1
CON western_SnT Cet,0.18990286414936502, 1
CON arabic_al-sufi Cen,0.19042610529811035, 1
CON chinese 151,0.19042610529811035, 1
CON korean 246,0.19044584344458718, 1
CON egyptian 010,0.19303047840214613, 1
CON romanian Cap,0.1932214471349831, 1
CON chinese 071,0.19357919488090997, 1
CON western_hlad Aur,0.19359380149394223, 1
CON western Vir,0.19462623696783707, 2
CON western_rey Vir,0.19462623696783707, 1
CON western_SnT Vir,0.19462623696783707, 1
CON western Cep,0.19465504672763081, 2
CON western_hlad Cep,0.19465504672763081, 1
CON ruelle Cep,0.19465504672763081, 1
CON western_rey Cep,0.19465504672763081, 1
CON arabic_al-sufi Cep,0.19465504672763081, 1
CON western_SnT Cep,0.19465504672763081, 1
CON ruelle CarPupVel,0.19470733419432892, 1
CON navajo 003,0.1952280670245058, 1
CON western Ser,0.19626602124690692, 2
CON western_hlad Ser,0.19626602124690692, 1
CON romanian Sar,0.19626602124690692, 1
CON arabic_al-sufi Ser,0.19626602124690692, 1
CON western_SnT Ser,0.19626602124690692, 1
CON western Cnc,0.1968086829871365, 2
CON western_hlad Cnc,0.1968086829871365, 1
CON romanian Rac,0.1968086829871365, 2
CON chinese 128,0.1969228478822143, 1
CON arabic_ancient 5099,0.19739634909406736, 1
CON western_hlad Hya,0.19739634909406736, 1
CON ruelle Hya,0.19739634909406736, 1
CON western_rey Hya,0.19739634909406736, 1
CON arabic_al-sufi Hya,0.19739634909406736, 1
CON chinese 162,0.19739634909406736, 1
CON western_SnT Hya,0.19739634909406736, 1
CON arabic_ancient 2099,0.19756613306035065, 1
CON korean 051,0.19836766781080334, 1
CON ruelle Tau,0.19854941192576644, 1
CON chinese 189,0.19867380856197, 1
CON arabic_al-sufi Tau,0.1990409521628246, 1
CON ruelle Ind,0.1999404410042533, 1
CON korean 071,0.20089093738056, 3
CON korean 167,0.20117339292899025, 1
CON chinese 032,0.20154383047031965, 1
CON western Aqr,0.20176214096137343, 2
CON western Cet,0.2020790690529993, 2
CON arabic_al-sufi Sgr,0.2030337267774418, 1
CON western_rey Cen,0.2034075629482324, 1
CON bugis 006,0.2036754745129116, 1
CON korean 022,0.20484596723648243, 1
CON boorong Mar,0.2048893392010056, 1
CON western_rey Eri,0.2052437650428017, 1
CON maori 006,0.20593183190241363, 1
CON western_rey Leo,0.20630502610226165, 1
CON arabic_ancient 2008,0.206640437338489, 1
CON arabic_ancient 1501,0.20764887730088294, 1
CON western_rey Aqr,0.208405136699139, 1
CON western_hlad Sex,0.20969326778689198, 1
CON western Cap,0.2098747579331942, 3
CON navajo 001,0.21057173920884378, 1
CON western_hlad Aql,0.21127825356875554, 1
CON western_SnT Aqr,0.21226059595352764, 1
CON korean 112,0.21286341754175306, 1
CON chinese 210,0.21286341754175306, 1
CON chinese 183,0.213301065283093, 1
CON korean 263,0.21456410306817336, 1
CON western Hyi,0.2153963523067881, 2
CON western_rey Hyi,0.2153963523067881, 1
CON western_SnT Hyi,0.2153963523067881, 1
CON western And,0.21747912672492062, 3
CON western_SnT And,0.21747912672492062, 1
CON western Mon,0.21935681793724832, 2
CON western Her,0.22203061675173838, 1
CON western_hlad Her,0.22203061675173838, 1
CON western_SnT Oph,0.22314138641966197, 1
CON mandar 004,0.22360479643161804, 1
CON indian N25,0.22478306200706163, 6
CON korean 086,0.22478306200706163, 1
CON anutan 006,0.22478306200706163, 1
CON navajo 002,0.22517380510403892, 1
CON korean 166,0.22533599803126814, 1
CON ruelle Psc,0.2260741358227571, 1
CON western_rey Tau,0.2261828357395677, 1
CON western_hlad Ant,0.22696473036533757, 2
CON ruelle Cen,0.22783142476477655, 1
CON western_rey Ser,0.23136501534968884, 1
CON western_rey SerCd,0.23136501534968884, 1
CON western Oct,0.23182833643547993, 4
CON western_hlad Oct,0.23182833643547993, 1
CON western_hlad Lib,0.2330021788634481, 1
CON chinese 266,0.23344072184527667, 1
CON western_hlad Boo,0.23345398443007315, 1
CON arabic_al-sufi Boo,0.23345398443007315, 1
CON boorong Ktc,0.2338313532085305, 1
CON blackfoot 003,0.23532747760665929, 1
CON ruelle Her,0.23532747760665929, 1
CON northern_andes 003,0.23628098102408193, 1
CON western_hlad Vir,0.23758836959274818, 1
CON arabic_arabian_peninsula 2804,0.24307327920242552, 3
CON arabic_arabian_peninsula 2504,0.24351095869151265, 6
CON western Peg,0.24351095869151265, 2
CON arabic_ancient 2599,0.24351095869151265, 1
CON western_hlad Peg,0.24351095869151265, 1
CON ruelle Peg,0.24351095869151265, 1
CON western_rey GSq,0.24351095869151265, 2
CON romanian Jgb,0.24351095869151265, 1
CON arabic_al-sufi Peg,0.24351095869151265, 1
CON western_SnT Peg,0.24351095869151265, 1
CON western_hlad Car,0.2436473259323064, 1
CON korean 091,0.24474357835241156, 1
CON arabic_ancient 5499,0.24783672482866206, 1
CON navajo 004,0.24799280044827282, 1
CON korean 214,0.24846199185117895, 1
CON western_hlad Lyn,0.2499321645155925, 1
CON indian N26,0.25471822689940504, 1
CON egyptian 005,0.25701008737346087, 1
CON ruelle Oph,0.2628053978155123, 1
CON western_rey UMap2,0.2638513578955143, 1
CON western_SnT Scl,0.26718841257857756, 1
CON western Tau,0.2672667309915758, 2
CON ruelle Ari,0.2693305720115135, 1
CON ruelle Eri,0.2721345793691716, 1
CON western_hlad Hyi,0.2786184554009653, 2
CON western_hlad Tau,0.28245067495973925, 1
CON western_SnT Tau,0.28245067495973925, 1
CON macedonian 018,0.2834192894260412, 3
CON western_hlad Cyg,0.2834192894260412, 1
CON ruelle Cyg,0.2834192894260412, 1
CON western_SnT Cyg,0.2834192894260412, 1
CON western_rey Peg,0.2882620472570535, 1
CON egyptian 016,0.2912354355774794, 1
CON japanese_moon_stations 08,0.29222773902168014, 1
CON western_hlad Eri,0.29880848264174975, 1
CON sami 001,0.30531887617723974, 1
CON chinese 290,0.3079648281372996, 1
CON western_SnT Hor,0.3102029665930739, 1
CON arabic_ancient 2506,0.3147049873792027, 1
CON ruelle Mon,0.31575102522319226, 1
CON western_rey Cet,0.3186262381930652, 1
CON romanian Csa,0.3248798172726289, 1
CON arabic_arabian_peninsula 2999,0.3273094705692767, 3
CON ruelle And,0.3287091353530078, 1
CON western_hlad Hor,0.33420126423300933, 1
CON western Hor,0.3419119399850842, 2
CON western Scl,0.3434210038188705, 2
CON western_hlad Scl,0.3434210038188705, 1
CON western Car,0.3443963499972733, 2
CON egyptian 012,0.3729990318384438, 1
CON bugis 011,0.4297980355597364, 1
CON western_rey Car,0.4476625462453101, 1
CON western_SnT Car,0.4476625462453101, 1
CON macedonian 007,0.44857051192643144, 1
CON anutan 003,0.44857051192643144, 1
CON egyptian 002,0.45206041306348915, 1
CON arabic_ancient 5799,0.467544660499504, 2
CON ruelle Lyn,0.5272167738685515, 1
CON arabic_ancient 2899,0.5330096084882833, 1
CON egyptian 023,0.5349553258749854, 1
CON hawaiian_starlines NAV,0.5968179035355823, 1
CON mongolian 004,0.5968179035355823, 1
CON hawaiian_starlines KOM,0.606339005578875, 1
CON bugis 010,0.6322269445132074, 1
CON hawaiian_starlines IWI,0.7607992482243029, 1
CON hawaiian_starlines LUP,0.7829552456905177, 1
CON tongan 008,1.239270185417746, 1
CON navajo 006,2.0307667393342177, 1
CON korean 031,2.034210364002906, 1
CON chinese 271,2.084225200258236, 1
CON western_rey Uma,2.3212535646164025, 1
CON korean 197,2.53934160192184, 2
CON arabic_ancient 0410,2.53934160192184, 2
CON arabic_al-sufi UMa,2.53934160192184, 1
CON western_SnT UMa,2.53934160192184, 1
