Constellation, Min Colinearity, Same Constellations Accross Cultures 
CON ruelle Peg,2.110352289088113, 1
CON western_rey Cet,2.11071957100443, 1
CON ruelle Ser,2.1140654385841606, 1
CON arabic_al-sufi Ser,2.1140654385841606, 1
CON arabic_al-sufi PsA,2.1179606630585504, 1
CON chinese 142,2.118965998269906, 1
CON arabic_ancient 2811,2.119768364030894, 1
CON chinese 071,2.13078035892013, 1
CON tukano 010,2.1311750844875905, 2
CON anutan 011,2.1311750844875905, 1
CON western Lep,2.1316272055227214, 2
CON western_hlad Lep,2.1316272055227214, 1
CON ruelle Lep,2.1316272055227214, 1
CON western_rey Lep,2.1316272055227214, 2
CON western_SnT Mus,2.1327909187671805, 1
CON western Lyr,2.1366336561436223, 5
CON western_SnT Lyr,2.1366336561436223, 1
CON western_SnT Cam,2.1375380769449657, 1
CON boorong Unu,2.1483605118251545, 1
CON chinese 318,2.1483781653048557, 1
CON ruelle Her,2.1496756235397565, 1
CON western_SnT Ori,2.1528160538582695, 1
CON bugis 002,2.1577936982819916, 1
CON western_SnT Sco,2.1577936982819916, 1
CON chinese 167,2.1590825265700873, 1
CON korean 259,2.160145615889344, 1
CON chinese 074,2.160553055285499, 1
CON ruelle Cam,2.1607744304044796, 1
CON arabic_ancient 3002,2.161618796139692, 2
CON japanese_moon_stations 08,2.161618796139692, 1
CON korean 258,2.1624234694700073, 1
CON boorong Mar,2.1684268816440047, 1
CON western Lib,2.1701722818849265, 2
CON romanian Cat,2.1701722818849265, 1
CON tukano 006,2.170243469293943, 1
CON chinese 015,2.170243469293943, 1
CON chinese 139,2.1738889674004023, 1
CON western_SnT Her,2.182248709759572, 1
CON korean 140,2.1829829586181906, 1
CON chinese 246,2.1915775931178336, 1
CON ruelle Ori,2.192641713906525, 1
CON western Mon,2.1983369951898406, 2
CON western_SnT Mon,2.1983369951898406, 1
CON western_rey Cen,2.201301875963314, 1
CON chinese 232,2.205345921550597, 1
CON ruelle Ara,2.213124703554712, 1
CON korean 062,2.2220415409806478, 1
CON chinese 180,2.222139397196635, 1
CON korean 187,2.2222392935814277, 1
CON aztec 002,2.2254283401703536, 1
CON chinese 292,2.2263105018181157, 1
CON navajo 001,2.2301045038761984, 1
CON ruelle Phe,2.235148252803972, 1
CON chinese 157,2.2356289289867104, 1
CON arabic_arabian_peninsula 3099,2.2378938167393043, 3
CON arabic_ancient 3001,2.2378938167393043, 3
CON egyptian 008,2.2394838426686965, 1
CON western_hlad Equ,2.2421044860385217, 1
CON korean 090,2.24591041340787, 1
CON chinese 135,2.24591041340787, 1
CON western_rey Aqr,2.250585375272581, 1
CON western_hlad Cet,2.258520521094608, 1
CON western_SnT Cet,2.258520521094608, 1
CON korean 146,2.264166852713908, 1
CON western Ser,2.2739942396475623, 2
CON chinese 130,2.277128637795567, 1
CON bugis 003,2.278683499290975, 1
CON western_hlad Pup,2.2821394935609987, 1
CON western_hlad UMa,2.289726330689086, 1
CON macedonian 019,2.2942881136289888, 1
CON inuit 005,2.2942881136289888, 1
CON navajo 003,2.301629688341035, 1
CON japanese_moon_stations 15,2.301703247785651, 1
CON chinese 012,2.301703247785651, 1
CON western_hlad Lup,2.301811628362742, 1
CON korean 127,2.3046712958079683, 1
CON western Tra,2.3066026588717734, 5
CON western_rey TrA,2.3066026588717734, 2
CON korean 103,2.309435066286606, 1
CON chinese 231,2.3141913776751393, 1
CON romanian Cap,2.314431638757946, 1
CON korean 061,2.3154027502242767, 1
CON chinese 313,2.3158021665972486, 1
CON ruelle Per,2.316591126959061, 1
CON western_hlad Tel,2.3194232905915664, 1
CON western_hlad Del,2.3253973705757027, 1
CON tukano 002,2.3268422204416024, 1
CON korean 063,2.3268422204416024, 2
CON western Del,2.3268422204416024, 4
CON arabic_ancient 2399,2.3268422204416024, 1
CON egyptian 016,2.3268422204416024, 1
CON anutan 007,2.3268422204416024, 1
CON ruelle Cnc,2.3269893116056317, 1
CON western_rey Lup,2.3278484917379236, 1
CON western_rey Sgr,2.329592156835628, 1
CON korean 190,2.3330101643451573, 1
CON korean 218,2.3345328390258606, 1
CON arabic_al-sufi Aqr,2.335477310341909, 1
CON western_hlad Psc,2.3403768872376083, 1
CON chinese 154,2.3412102777363133, 1
CON indian N02,2.34236961682855, 2
CON arabic_arabian_peninsula 2603,2.34236961682855, 6
CON chinese 215,2.347303342074478, 1
CON arabic_al-sufi Oph,2.351825607597096, 1
CON arabic_ancient 5499,2.3520860317477847, 1
CON ruelle Crt,2.353538987667155, 1
CON western Sct,2.3596670689504275, 2
CON korean 241,2.3625089205259675, 1
CON western_rey Ori,2.3675237402279605, 1
CON western Pav,2.3701368659494575, 3
CON western_SnT Pav,2.3701368659494575, 1
CON chinese 034,2.371021090010071, 1
CON western Ara,2.374463286332202, 2
CON navajo 004,2.3756480568841063, 1
CON western_rey Aur,2.375867984068462, 1
CON western_SnT Aur,2.375867984068462, 1
CON chinese 295,2.3775772778309388, 1
CON western Dor,2.3787069359708153, 2
CON western_rey Dor,2.3787069359708153, 2
CON western_hlad Hyi,2.3788745333335957, 2
CON western_SnT Gru,2.380561223230057, 1
CON western Cep,2.3807978336905493, 2
CON western_hlad Cep,2.3807978336905493, 1
CON korean 217,2.3812695768789816, 1
CON western_rey Cnc,2.382371379430361, 1
CON arabic_al-sufi CrA,2.389994632548465, 1
CON chinese 043,2.389994632548465, 1
CON ruelle Boo,2.391002644127846, 1
CON western_rey Boo,2.391002644127846, 1
CON mandar 003,2.3975728508848837, 1
CON arabic_al-sufi Eri,2.403892713463938, 1
CON chinese 273,2.4047094587287843, 1
CON romanian Arc,2.4081751199946053, 1
CON chinese 117,2.408778480162879, 1
CON romanian Sar,2.411691210526927, 1
CON western_SnT Tau,2.4183048770574818, 1
CON arabic_al-sufi Ara,2.4230840932655013, 1
CON ruelle Aql2,2.4232574193660494, 1
CON korean 058,2.4253872759635287, 1
CON chinese 016,2.4253872759635287, 1
CON arabic_al-sufi Vir,2.4283529251485843, 1
CON boorong Otc,2.4283866792979376, 1
CON tukano 008,2.4289762922743, 1
CON mongolian 004,2.433724271279533, 1
CON korean 023,2.437187066450622, 1
CON ruelle CrB,2.4385492552129944, 1
CON western_SnT Lup,2.4398163638710324, 1
CON western_SnT Cyg,2.4503019093615723, 1
CON western_rey Peg,2.456346071192046, 1
CON korean 106,2.457423566477943, 1
CON egyptian 017,2.4576619088510188, 1
CON arabic_al-sufi Cen,2.4581516645337973, 1
CON ruelle Cet,2.459104108715359, 1
CON macedonian 005,2.459276919032761, 1
CON korean 019,2.463300927728728, 1
CON western_rey Cep,2.463710724358919, 1
CON western_SnT Cep,2.463710724358919, 1
CON chinese 086,2.4708233732982627, 1
CON egyptian 011,2.4774486151655744, 1
CON western Mus,2.4812219777627806, 2
CON ruelle Leo,2.4856148047538205, 1
CON tupi 003,2.488835809995755, 1
CON western_SnT Cap,2.4968065185493256, 1
CON ruelle Lup,2.4981563927616395, 1
CON korean 064,2.513874926204245, 1
CON western_rey Del,2.513874926204245, 1
CON arabic_al-sufi Del,2.513874926204245, 1
CON ruelle Lyr,2.5174841027889157, 1
CON arabic_ancient 4599,2.518229992891975, 1
CON arabic_al-sufi Ori,2.519547116598438, 1
CON western Cam,2.5198695227152546, 2
CON chinese 029,2.5200021559870622, 1
CON western_hlad Cap,2.5248939834589215, 1
CON tukano 009,2.5309459833445347, 1
CON egyptian 013,2.5313326918492525, 1
CON chinese 103,2.5341296116128635, 1
CON boorong Nln,2.5343761745478894, 1
CON arabic_arabian_peninsula 4201,2.534430447291799, 3
CON korean 172,2.534430447291799, 2
CON bugis 005,2.5379299796229744, 1
CON bugis 006,2.5379299796229744, 1
CON ruelle Tuc,2.538346042208449, 1
CON ruelle Oph,2.5384512239171766, 1
CON western_hlad Phe,2.5385667021322806, 1
CON western_SnT Phe,2.5385667021322806, 1
CON western_hlad Peg,2.5411742286158128, 1
CON arabic_ancient 0899,2.5476089601177394, 1
CON chinese 128,2.5534166636275955, 1
CON western_rey Ser,2.555550705633513, 1
CON western_rey SerCp,2.555550705633513, 1
CON western_SnT Ser,2.555550705633513, 1
CON korean 160,2.556077175521335, 1
CON western Cap,2.5585673843956633, 3
CON western_SnT Hyi,2.562264466378307, 1
CON japanese_moon_stations 12,2.571631136938624, 1
CON western_rey Cam,2.574504990123881, 1
CON romanian Psc,2.5750464499000976, 1
CON western Ind,2.5796472400005457, 2
CON arabic_al-sufi Cyg,2.580837659743239, 1
CON western_rey Per,2.580843080556815, 1
CON romanian Bar,2.580843080556815, 1
CON western_SnT Per,2.580843080556815, 1
CON western_rey Ari,2.585795942386044, 1
CON western_SnT Ind,2.592316170500775, 1
CON western Car,2.593136480185795, 2
CON arabic_al-sufi Crt,2.5957529911421187, 1
CON hawaiian_starlines NAV,2.5970280351588024, 1
CON western Ret,2.5970542536039907, 5
CON korean 111,2.5978427516183675, 1
CON chinese 219,2.602660736624724, 1
CON egyptian 027,2.607739118204105, 1
CON arabic_al-sufi Ari,2.609466042621726, 1
CON korean 197,2.611523331252571, 2
CON ruelle Vir,2.6127289515209036, 1
CON boorong Yur,2.613980516551279, 1
CON western Nor,2.614067606818866, 2
CON japanese_moon_stations 27,2.6149435738678806, 1
CON arabic_al-sufi Lup,2.61520915198178, 1
CON arabic_al-sufi Dra,2.6161794285609217, 1
CON arabic_al-sufi Psc,2.6162014027436777, 1
CON arabic_al-sufi Hya,2.616405205551236, 1
CON anutan 010,2.6166146501925285, 1
CON korean 182,2.6174535682005007, 1
CON arabic_al-sufi Tau,2.6196830241009335, 1
CON hawaiian_starlines KAO,2.6205440695480657, 1
CON western Leo,2.6205440695480657, 2
CON western_hlad Leo,2.6205440695480657, 2
CON western_SnT Leo,2.6205440695480657, 1
CON western_rey LMi,2.6210560364094477, 2
CON egyptian 005,2.6270482107809925, 1
CON western Lac,2.6289691086922193, 2
CON western_rey Lac,2.6289691086922193, 2
CON arabic_ancient 6099,2.631199951485726, 1
CON western Vol,2.634005774573345, 2
CON western_rey Vol,2.634005774573345, 1
CON western_SnT Vol,2.634005774573345, 1
CON ruelle Sct,2.635455444065518, 1
CON ruelle Sgr,2.6389100343616008, 1
CON egyptian 007,2.6415745341695844, 1
CON ruelle Hya,2.649993136132226, 1
CON western CMa,2.6654193632031005, 1
CON chinese_contemporary CMa,2.6654193632031005, 1
CON ruelle CMa,2.6654193632031005, 1
CON western_rey CMa,2.6654193632031005, 1
CON western_SnT CMa,2.6654193632031005, 1
CON western_rey Uma,2.6708332073108627, 1
CON western_rey Psc,2.6747289131328644, 1
CON western_SnT Psc,2.6747289131328644, 1
CON northern_andes 001,2.6771969243029594, 1
CON korean 167,2.692225984469209, 1
CON western_rey Tau,2.6946879375051123, 1
CON western_hlad Sex,2.69800276288263, 1
CON korean 209,2.6980313535087035, 1
CON ruelle Gru,2.7003186797296603, 1
CON western UMa,2.701403226823049, 3
CON western_SnT UMa,2.701403226823049, 1
CON korean 113,2.70291414731753, 1
CON western Lup,2.703831510450924, 2
CON arabic_al-sufi Aql,2.7052743307934004, 1
CON boorong Pur,2.70755565255085, 1
CON northern_andes 004,2.7089023778840677, 1
CON western_SnT Aql,2.716484627987106, 1
CON western_hlad PsA,2.7240149791625154, 1
CON arabic_arabian_peninsula 3499,2.726652831648205, 3
CON northern_andes 005,2.7289611208678197, 1
CON western_hlad Aps,2.7293951203128017, 2
CON western_rey Aps,2.7293951203128017, 1
CON western_hlad Cha,2.7326514957834522, 1
CON ruelle CarPupVel,2.738450336634502, 1
CON western_SnT Sgr,2.742098576472839, 1
CON northern_andes 002,2.748172662081523, 1
CON korean 110,2.7541898772414, 1
CON ruelle Pav,2.760532014771144, 1
CON chinese 094,2.7617525198141717, 1
CON arabic_al-sufi Her,2.7722609429506413, 1
CON western Psc,2.7835584011580887, 1
CON chinese_contemporary Psc,2.7835584011580887, 1
CON chinese 132,2.7912141535732355, 1
CON mandar 001,2.8069268885219354, 1
CON western_rey Cyg,2.807959434310149, 1
CON ruelle Cap,2.812873639503341, 1
CON western LMi,2.826764253711282, 2
CON chinese 286,2.8280142851451777, 1
CON egyptian 002,2.8333534363542396, 1
CON korean 231,2.8382664465001612, 1
CON western_rey Sct,2.841165425910329, 2
CON western Tri,2.8425361082151883, 6
CON arabic_al-sufi Tri,2.8425361082151883, 1
CON bugis 012,2.8425361082151883, 1
CON egyptian 006,2.8425361082151883, 1
CON western Oct,2.843763340803767, 4
CON western_hlad Oct,2.843763340803767, 1
CON arabic_al-sufi CMa,2.8462134894359674, 1
CON romanian Ccp,2.8475810193735955, 1
CON arabic_ancient 2099,2.8495682435522247, 1
CON korean 132,2.8568949923283693, 1
CON romanian C3i,2.8568949923283693, 1
CON western Scl,2.8572934912854047, 2
CON chinese 306,2.865516270207754, 1
CON chinese 242,2.872961375792608, 1
CON korean 091,2.8741604956487894, 1
CON ruelle Col,2.877954529349915, 1
CON korean 232,2.878961532529074, 1
CON arabic_ancient 2002,2.879967097947825, 1
CON western_rey Pic,2.8874423498988357, 1
CON arabic_al-sufi UMa,2.8906194120836295, 1
CON western Phe,2.898903134498195, 2
CON western_rey Phe,2.898903134498195, 1
CON navajo 006,2.9000698634468467, 1
CON arabic_al-sufi Cap,2.9019987680151176, 1
CON korean 133,2.9039066529565423, 1
CON chinese 308,2.9039066529565423, 1
CON arabic_al-sufi Peg,2.923531526965569, 1
CON macedonian 012,2.9236676320542383, 1
CON lokono 012,2.925153331593672, 1
CON arabic_al-sufi Cet,2.9376635564870446, 1
CON ruelle And,2.939073322288754, 1
CON tupi 004,2.9484439622175698, 1
CON western_rey Col,2.9526673688428655, 1
CON egyptian 023,2.970314516791724, 1
CON arabic_ancient 2005,2.989473279237149, 1
CON mandar 002,2.9921998733951285, 1
CON western Cir,3.017464781910201, 5
CON chinese 284,3.0411048906032523, 1
CON korean 031,3.051126805514153, 1
CON northern_andes 003,3.1079190956394775, 1
CON arabic_ancient 2008,3.110883805633542, 1
CON tupi 001,3.132266675954302, 1
