Constellation, Average Equal Spacing, Same Constellations Accross Cultures 
CON chinese 231,0.12612777171640244, 1
CON boorong Cwr,0.12615115075780467, 1
CON western_hlad For,0.12615187727849325, 2
CON maori 004,0.12677282549418276, 1
CON chinese 024,0.12677282549418276, 1
CON arabic_arabian_peninsula 2999,0.1268854875369926, 3
CON chinese 142,0.1269639824236855, 1
CON korean 271,0.12703556892785495, 1
CON western Aqr,0.12705804799080278, 2
CON ruelle Aqr,0.12706993666592198, 1
CON romanian Psc,0.12709278061326146, 1
CON arabic_ancient 2299,0.12722217848349576, 1
CON western_rey Lup,0.12759067423046078, 1
CON western Tau,0.12784863995215262, 2
CON arabic_ancient 1901,0.1278964732107286, 2
CON arabic_al-sufi Aql,0.1280551539927192, 1
CON arabic_ancient 5099,0.1284712438215089, 1
CON western Cen,0.12847533338007514, 2
CON korean 091,0.12850863690260678, 1
CON chinese 290,0.1285505811182244, 1
CON tupi 001,0.1285653928111422, 1
CON korean 244,0.12877938845599607, 2
CON ruelle Gru,0.12905461839982924, 1
CON korean 038,0.1290981249216136, 2
CON western_rey Tau,0.12911979818441416, 1
CON arabic_ancient 2811,0.12915864250969328, 1
CON western CMa,0.12924004291891353, 1
CON western_hlad Lac,0.129268037376351, 1
CON western CrA,0.1292830219796154, 2
CON sardinian 001,0.12928380981396434, 1
CON western_SnT And,0.1293144494776043, 1
CON indian N19,0.12961132715536325, 1
CON arabic_al-sufi And,0.12968401213157224, 1
CON lokono 011,0.12992940899272026, 1
CON aztec 003,0.13005403905630436, 1
CON western_rey Lib,0.1301633634020149, 2
CON japanese_moon_stations 27,0.1301834906972918, 1
CON indian N09,0.1309483630966943, 1
CON chinese 050,0.13094907541971718, 1
CON western_rey Sco,0.13099621100812386, 1
CON ruelle Cam,0.13130743072985965, 1
CON ruelle UMa,0.1314282283462615, 1
CON arabic_al-sufi Sco,0.1314930318152467, 1
CON western_rey Boo,0.13160191217079426, 1
CON chinese 244,0.13161763285932324, 1
CON chinese 031,0.13221101070459043, 1
CON chinese 034,0.13237820106616155, 1
CON western Per,0.1325546590369721, 3
CON chinese 307,0.1328674227758282, 1
CON japanese_moon_stations 15,0.1329806793943972, 1
CON western_rey Cen,0.1330936484192198, 1
CON arabic_al-sufi Oph,0.1332416523909399, 1
CON arabic_ancient 4899,0.133293877365141, 1
CON arabic_ancient 1999,0.13338543653216117, 2
CON ruelle Gem,0.13343685368929023, 1
CON korean 113,0.13351179956202944, 1
CON aztec 001,0.13360454236802752, 1
CON korean 170,0.1337020752898208, 1
CON western_hlad Eri,0.13400266786102313, 1
CON western_SnT Hya,0.13423354880261446, 1
CON western Aql,0.1342741346877162, 2
CON boorong Kul,0.13433902717281815, 1
CON egyptian 005,0.13484305782393677, 1
CON korean 235,0.13488770573157755, 1
CON western_SnT Eri,0.13507661155372613, 1
CON korean 111,0.135401792289846, 1
CON arabic_al-sufi Peg,0.13555552479136307, 1
CON western_hlad Aur,0.13603238452218158, 1
CON arabic_ancient 5899,0.1361805898443581, 1
CON arabic_ancient 1902,0.13639456042978068, 2
CON korean 094,0.13643522271239314, 1
CON egyptian 006,0.13674360841296054, 1
CON korean 103,0.13675733984228247, 1
CON sardinian 002,0.13706612961880849, 1
CON arabic_ancient 1501,0.13787781408746633, 1
CON western_SnT Tau,0.13795334689027755, 1
CON book-of-the-stars-almagest SFA,0.13798761894910108, 1
CON arabic_ancient 4499,0.13864672860199417, 1
CON chinese 182,0.13882367950340044, 1
CON western_hlad Oph,0.13896381311525324, 1
CON ruelle CrB,0.13920258419318557, 1
CON ruelle Mon,0.13925096572325213, 1
CON navajo 005,0.13929418573691293, 3
CON korean 048,0.1394514222321428, 1
CON arabic_ancient 2899,0.14061019052412535, 1
CON korean 248,0.14092150478151652, 1
CON ruelle Lyr,0.14129978351446948, 1
CON western Lyr,0.1415292381344806, 5
CON navajo 006,0.14161960156262063, 1
CON korean 085,0.14171140816858227, 1
CON western_rey Aqr,0.14252035566986493, 1
CON chinese 171,0.14276080019336435, 1
CON western Gru,0.14283027431308248, 3
CON western_rey Vel,0.14315642288400449, 1
CON romanian Gem,0.14341968024431906, 1
CON western_rey Aps,0.14383166784590493, 1
CON chinese 270,0.14393187085957118, 1
CON chinese 184,0.14403841600676878, 1
CON western_SnT Sco,0.14430304628035984, 1
CON macedonian 011,0.14441968441989333, 1
CON arabic_al-sufi Ara,0.14445700129608685, 1
CON boorong Bun,0.1444922858190315, 1
CON arabic_al-sufi Ori,0.1446240759190571, 1
CON egyptian 013,0.14491575558392022, 1
CON arabic_ancient 4699,0.14492950822291784, 1
CON romanian C3i,0.14494650660708186, 1
CON arabic_al-sufi Sgr,0.1451310876984523, 1
CON western_rey Ser,0.14529435018234815, 1
CON arabic_ancient 2699,0.14541033532305292, 1
CON western Car,0.14566759622903488, 2
CON boorong Cwp,0.14576409759466008, 1
CON korean 143,0.14613348180696364, 1
CON chinese 103,0.14648158083182483, 1
CON korean 208,0.146754853443565, 2
CON western Pup,0.14681736713359947, 2
CON bugis 005,0.1469413845714434, 1
CON korean 022,0.1469798330943366, 1
CON tupi 004,0.147448725814191, 1
CON chinese 254,0.14766178233320898, 1
CON korean 214,0.14781826235119208, 1
CON northern_andes 002,0.14795498479669386, 1
CON romanian Ber,0.14802913184672267, 1
CON macedonian 015,0.14804731824009087, 1
CON arabic_ancient 3001,0.1482278002391311, 3
CON western Pic,0.1484747644193134, 4
CON western_hlad Cap,0.14856744852093612, 1
CON macedonian 014,0.14879796796736766, 1
CON korean 262,0.14893510418140052, 1
CON ruelle Crv,0.1493320557623216, 2
CON chinese 209,0.14946118606729192, 1
CON tukano 003,0.14946290578124974, 1
CON ruelle And,0.14968146428044893, 1
CON chinese 091,0.150171055789459, 1
CON romanian Rac,0.15026086200624925, 2
CON western_hlad Cnc,0.15032535693812452, 1
CON western Peg,0.1505040887631181, 2
CON western_SnT Oph,0.15070197143976025, 1
CON korean 188,0.1507413392539406, 1
CON egyptian 002,0.1509356483262142, 1
CON arabic_al-sufi Ser,0.15117170466412191, 1
CON egyptian 003,0.15118509031716038, 1
CON japanese_moon_stations 25,0.15147499210355708, 1
CON arabic_al-sufi UMa,0.15168915899118332, 1
CON western_hlad Hya,0.1521608390170564, 1
CON siberian Kic,0.152426670133518, 1
CON western_hlad Aps,0.15250932132081907, 2
CON egyptian 011,0.1525368803689746, 1
CON ruelle CarPupVel,0.15271400085464776, 1
CON romanian Sco,0.15291905170169592, 1
CON arabic_ancient 0999,0.1534866504349614, 1
CON chinese 013,0.15353374972096717, 1
CON chinese 135,0.15394671478347002, 1
CON chinese 111,0.1539539371052037, 1
CON ruelle Her,0.154077275775332, 1
CON ruelle Cnc,0.15430568373549633, 1
CON western Col,0.1544831089195682, 2
CON romanian Csa,0.1553911313582715, 1
CON western_rey Her,0.1554009692373789, 1
CON western_rey Pic,0.15600056337946486, 1
CON romanian Var,0.15705704270379842, 1
CON arabic_al-sufi Lup,0.15737142621819838, 1
CON chinese 246,0.1574810302027012, 1
CON chinese 098,0.15843881597552317, 1
CON egyptian 028,0.1585742269919979, 1
CON western Eri,0.15876471571704784, 2
CON western_SnT CrA,0.1588758932439788, 1
CON korean 162,0.1590034739151972, 1
CON arabic_al-sufi Tau,0.15954034427952737, 1
CON chinese 130,0.15964133764494826, 1
CON korean 089,0.1602189320510454, 1
CON western_rey Ori,0.16069630321808892, 1
CON ruelle Eri,0.1616198645717965, 1
CON western Mon,0.16181473301582658, 2
CON arabic_al-sufi Cet,0.16273457908312566, 1
CON chinese 113,0.16278805406236246, 1
CON arabic_al-sufi Arg,0.16283930703101285, 1
CON western_rey Aql,0.16304208785765092, 1
CON korean 075,0.16324660814371098, 1
CON arabic_ancient 2005,0.16335472187859792, 1
CON western_rey PsA,0.16415698452197605, 2
CON western_rey Tuc,0.16419102936859115, 1
CON western_rey SerCp,0.16423948922116985, 1
CON western_hlad Tuc,0.16496919049912023, 2
CON western_hlad Scl,0.16559301143899083, 1
CON arabic_al-sufi Eri,0.16571006576185462, 1
CON egyptian 017,0.1661606084285255, 1
CON western_SnT Sex,0.16641228038755018, 1
CON arabic_al-sufi Cyg,0.16694549784684232, 1
CON korean 129,0.1679952487893792, 1
CON chinese 216,0.16883698983134876, 1
CON mandar 002,0.1689975123055849, 1
CON korean 144,0.17046416084464078, 1
CON ruelle Oph,0.17089635967252628, 1
CON korean 043,0.1713123335185615, 1
CON arabic_al-sufi Lep,0.17165197072552765, 1
CON western_rey Uma,0.17167645002262685, 1
CON arabic_al-sufi Dra,0.17222866497202283, 1
CON arabic_ancient 4204,0.1722592969541442, 1
CON chinese 315,0.17262587788567008, 1
CON chinese 296,0.17433103165465416, 1
CON ruelle Col,0.1744144089453384, 1
CON western_hlad Col,0.17441550486089738, 2
CON korean 058,0.17443723530634897, 1
CON western Vel,0.1745319483984274, 2
CON boorong Yur,0.17483828575901703, 1
CON korean 252,0.17552298608872166, 2
CON boorong Nln,0.17557163493165837, 1
CON arabic_ancient 4999,0.17566580006497282, 1
CON chinese 119,0.17594996075431046, 1
CON romanian Cma,0.1760447304179725, 1
CON chinese 318,0.1760754123204591, 1
CON boorong Ktc,0.17616033745787169, 1
CON chinese 316,0.17684885643374232, 1
CON korean 114,0.17778749516616082, 1
CON western Oct,0.17793943265681897, 4
CON chinese 215,0.1791106888130409, 1
CON arabic_al-sufi Lyr,0.17928023528693207, 1
CON siberian DNe,0.17961354721723616, 1
CON chinese 001,0.18005978579150309, 1
CON chinese 213,0.18006580794992869, 1
CON arabic_ancient 6299,0.18026375480125426, 1
CON chinese 191,0.1805000681849198, 1
CON chinese 125,0.18060867853163406, 1
CON chinese 275,0.18091764737175112, 1
CON bugis 006,0.18131065633145468, 1
CON western_rey Cap,0.18191742437840705, 1
CON arabic_al-sufi Aqr,0.18235745222120386, 1
CON western Tri,0.18280250724786462, 6
CON korean 061,0.1831555396156548, 1
CON western Hya,0.18328346468577625, 2
CON chinese 132,0.1834319894709593, 1
CON hawaiian_starlines KOM,0.1839265390683876, 1
CON ruelle Sge,0.18402155439391693, 1
CON western Mus,0.18440623867746048, 2
CON western_rey Ind,0.18512216482564192, 1
CON lokono 006,0.1853597443611132, 1
CON western_rey Hyi,0.18537494855141629, 1
CON anutan 003,0.1860322878189165, 1
CON anutan 004,0.18630302540119076, 1
CON japanese_moon_stations 26,0.18675958564645934, 1
CON western_SnT Hor,0.18677802005647948, 1
CON western Ara,0.18730480584550713, 2
CON romanian Cap,0.18813393095309328, 1
CON korean 008,0.18964682375852138, 2
CON western Scl,0.1901411816076021, 2
CON western Sct,0.19041502356590673, 2
CON western_rey Lyr,0.19073116409889795, 1
CON korean 150,0.19125861569653346, 1
CON arabic_ancient 1399,0.19173678656181112, 1
CON western_rey Eri,0.19233438299211622, 1
CON chinese 252,0.19262034430231978, 1
CON chinese 057,0.19276589783237771, 1
CON chinese 118,0.19424880032391276, 1
CON arabic_ancient 2506,0.1945789515453293, 1
CON arabic_arabian_peninsula 2550,0.19460104869043604, 3
CON arabic_ancient 1502,0.19504701846178293, 1
CON korean 121,0.19551454697560725, 1
CON western_rey DraF,0.19601450436538007, 1
CON western_hlad Oct,0.1960968426861027, 1
CON egyptian 007,0.19658221070665002, 1
CON chinese 308,0.19708635919685516, 1
CON japanese_moon_stations 08,0.19759167766793165, 1
CON chinese 090,0.19878780619650907, 1
CON korean 136,0.19900779215114395, 1
CON chinese 102,0.19930897687609236, 1
CON chinese 284,0.20057918739783265, 1
CON korean 041,0.20071973501055435, 1
CON chinese 069,0.20107918998624993, 1
CON arabic_ancient 6199,0.20146640180172598, 1
CON korean 259,0.20201593959411243, 1
CON western_SnT Cha,0.20217379198514873, 1
CON boorong Ydk,0.20224414024099255, 1
CON western_hlad Equ,0.20338291864112143, 1
CON western_rey Cha,0.20458743934241747, 1
CON western_hlad Pyx,0.20740898567331836, 1
CON ruelle Lyn,0.20752296458005007, 1
CON chinese 206,0.20805101427731712, 1
CON chinese 295,0.21344862348662597, 1
CON chinese 241,0.2138281358306418, 1
CON western_hlad Vul,0.21387368811616725, 1
CON arabic_al-sufi Boo,0.21563522343160427, 1
CON korean 051,0.21637941198803243, 1
CON chinese 301,0.21638027185763606, 1
CON western Pyx,0.21695466727790275, 2
CON korean 109,0.21906735192719978, 4
CON chinese 240,0.221921532971355, 1
CON bugis 002,0.22204221016798215, 1
CON western Ari,0.22219895611789736, 4
CON anutan 005,0.22533056030859494, 1
CON chinese 229,0.22840973756847674, 1
CON arabic_ancient 1199,0.22915505562898025, 1
CON chinese 073,0.2291635911092399, 1
CON chinese 156,0.22932542888508425, 1
CON western Equ,0.23030112841088654, 4
CON western_hlad Dor,0.23037548261634272, 1
CON bugis 008,0.2304469134944408, 1
CON korean 066,0.23359141227650537, 1
CON chinese 017,0.23568761310593686, 1
CON japanese_moon_stations 09,0.23575865556614262, 1
CON egyptian 024,0.2382069803770476, 1
CON egyptian 023,0.24055988540689446, 1
CON korean 031,0.24211579176764259, 1
CON tongan 008,0.24227395943199354, 1
CON western_hlad Hor,0.24284905952350924, 1
CON western_SnT Cap,0.24372897636226507, 1
CON chinese 271,0.24375709290983644, 1
CON korean 086,0.24381571302634966, 1
CON chinese 136,0.2438157130263497, 1
CON western Hyi,0.2496908315878552, 2
CON chinese 064,0.2504120704682882, 1
CON arabic_arabian_peninsula 3199,0.2508433858629415, 3
CON chinese 236,0.2515864478344084, 1
CON boorong Tbg,0.2524423375198556, 1
CON arabic_ancient 1101,0.2544162275590268, 1
CON western_rey Pyx,0.255226747060719, 2
CON western_SnT Com,0.2553994743010612, 1
CON japanese_moon_stations 10,0.2565807990371212, 1
CON chinese 038,0.2578266210830823, 1
CON ruelle Ari,0.2579879889995751, 1
CON western Hor,0.2641803829539887, 2
CON arabic_al-sufi Tri,0.2658019719242569, 1
CON korean 027,0.26968220383940367, 1
CON egyptian 010,0.27145504598465864, 1
CON western Aps,0.27370009841139853, 2
CON arabic_arabian_peninsula 3299,0.28304915207463854, 3
CON korean 026,0.2909428941630149, 2
CON inuit 004,0.29136479810441696, 1
CON chinese 221,0.29328260067752837, 1
CON korean 158,0.29378837199089314, 2
CON korean 245,0.2961309519542184, 1
CON ruelle Lac,0.2983734872703367, 1
CON korean 014,0.2994788619449549, 2
CON korean 230,0.3007069180172882, 1
CON chinese 149,0.30306946202993595, 1
CON ruelle Cap,0.305325975037373, 1
CON chinese 074,0.31209606104371557, 1
CON chinese 051,0.31936615196460016, 1
CON western_rey Equ,0.3229816200187786, 2
CON korean 084,0.32935041938959775, 1
CON korean 165,0.36281354233619695, 1
CON macedonian 013,0.36941406989748105, 1
CON korean 197,0.40322897398546587, 2
CON chinese 251,0.41536183489790035, 1
