Constellation, Min Colinearity, Same Constellations Accross Cultures 
CON arabic_ancient 2799,2.801279167752417, 1
CON korean 120,2.8010506702682654, 1
CON korean 212,2.800498447983447, 1
CON western Col,2.79768924265561, 2
CON western_SnT CrA,2.7956404257628793, 1
CON anutan 006,2.793736264964808, 1
CON korean 235,2.793727924597305, 1
CON chinese 212,2.793727924597305, 1
CON korean 191,2.788366158630869, 1
CON chinese 251,2.7870327088567293, 1
CON japanese_moon_stations 25,2.78641233272864, 1
CON chinese 027,2.78641233272864, 1
CON western_hlad Pup,2.7833211180931245, 1
CON chinese 037,2.7828121941358366, 1
CON arabic_al-sufi Ara,2.780792746147838, 1
CON korean 181,2.77597661272934, 1
CON western Cep,2.773422404212911, 2
CON macedonian 014,2.7728113634368388, 1
CON chinese 013,2.7698968336711607, 1
CON korean 215,2.768132528702164, 1
CON arabic_arabian_peninsula 3399,2.7678418680283086, 3
CON ruelle Ara,2.7650582878798065, 1
CON western_SnT Lup,2.7603318359126403, 1
CON chinese 224,2.7499110817966734, 1
CON ruelle Cnc,2.7445847760463624, 1
CON ruelle Cep,2.7402034330676557, 1
CON western_rey Lyn,2.7383445247645604, 1
CON arabic_ancient 4599,2.7323494409169626, 1
CON korean 197,2.7311965082408745, 2
CON arabic_ancient 6199,2.7288548756505455, 1
CON egyptian 012,2.7281346912194895, 1
CON chinese 214,2.727131075867912, 1
CON arabic_ancient 0999,2.7223970399735387, 1
CON western Ret,2.721936934649413, 5
CON chinese 149,2.7194932975980706, 1
CON korean 110,2.7156760082539564, 1
CON boorong Lnk,2.7135374261329726, 1
CON western Cha,2.7109683169721652, 2
CON western Lib,2.7024586350509634, 2
CON arabic_al-sufi Lib,2.7024586350509634, 1
CON chinese 120,2.7013568928055895, 1
CON western Cae,2.69972963812503, 2
CON western_hlad Cae,2.69972963812503, 2
CON chinese 157,2.699614410543879, 1
CON macedonian 011,2.6994722100191204, 1
CON korean 198,2.6992244299607475, 1
CON chinese 199,2.6989462561618867, 1
CON inuit 010,2.6978863562459097, 1
CON anutan 003,2.695188225473149, 1
CON korean 201,2.69420066392331, 2
CON navajo 005,2.6902212228966436, 3
CON korean 144,2.6862654881099473, 1
CON boorong War,2.6852451581607206, 1
CON arabic_ancient 2006,2.681836312949895, 1
CON korean 229,2.6814333716182888, 2
CON western_rey Aps,2.6771554837027836, 1
CON korean 259,2.6746483431391908, 1
CON bugis 010,2.668936260781723, 1
CON korean 063,2.66846102315778, 2
CON tukano 006,2.6655765106869675, 1
CON romanian Ccp,2.6655765106869675, 1
CON lokono 003,2.662834637978709, 1
CON indian N18,2.6614554534955825, 4
CON western_hlad Sct,2.6600996642979178, 1
CON chinese 195,2.654429827200857, 1
CON western_hlad Lac,2.648116995137293, 1
CON western Lyn,2.6428086648244364, 3
CON korean 010,2.6389129441011665, 3
CON korean 097,2.6357268215038308, 2
CON western_hlad Equ,2.634864523691285, 1
CON egyptian 021,2.630839885445518, 1
CON siberian DNe,2.629682227047346, 1
CON egyptian 027,2.6232718260137573, 1
CON chinese 219,2.6207073155191796, 1
CON korean 046,2.619257702018182, 2
CON western_rey Hyi,2.611960310431882, 1
CON chinese 182,2.611960310431882, 1
CON chinese 302,2.605185772889256, 1
CON korean 016,2.6037438240450697, 1
CON ruelle Tuc,2.60175968997225, 1
CON western Crt,2.601551786699576, 3
CON arabic_ancient 5199,2.601551786699576, 1
CON western_hlad Crt,2.601551786699576, 1
CON western_SnT Crt,2.601551786699576, 1
CON korean 195,2.6011328778335248, 1
CON korean 187,2.5997656204987885, 1
CON ruelle Lup,2.5917659433471827, 1
CON chinese 035,2.586713465647274, 1
CON korean 057,2.5864727395658895, 1
CON ruelle Cen,2.5845317641800696, 1
CON hawaiian_starlines IWI,2.5775450197730696, 1
CON western_hlad Phe,2.572771758837388, 1
CON western_SnT Phe,2.572771758837388, 1
CON aztec 002,2.5707715632120802, 1
CON korean 112,2.570507999792421, 1
CON chinese 210,2.570507999792421, 1
CON western Mus,2.5641640850490126, 2
CON ruelle Mus,2.5641640850490126, 1
CON western_hlad LMi,2.564045166442934, 1
CON western Mic,2.562917579331264, 2
CON western_hlad Mic,2.562917579331264, 1
CON chinese 167,2.5603598067087603, 1
CON sardinian 004,2.5549765884483935, 2
CON arabic_ancient 1901,2.5446722972242832, 2
CON arabic_arabian_peninsula 3005,2.5382714067643697, 3
CON western_rey Tuc,2.536368594882377, 1
CON korean 228,2.526283083631284, 1
CON arabic_ancient 2399,2.5224054120590926, 1
CON korean 001,2.514546930156071, 1
CON arabic_arabian_peninsula 2810,2.5082250773957315, 3
CON romanian Pmi,2.496950136285848, 1
CON korean 109,2.4930701373899122, 4
CON ruelle Ari,2.4930701373899122, 1
CON korean 048,2.4892949226830385, 1
CON korean 040,2.4891004053526413, 2
CON arabic_ancient 3001,2.4891004053526413, 3
CON indian N03,2.4748234881599998, 1
CON chinese 015,2.4748234881599998, 1
CON western_hlad Lib,2.460591297173706, 1
CON korean 041,2.4544296240986836, 1
CON chinese 141,2.451496250646176, 1
CON chinese 119,2.451167053417257, 1
CON chinese 255,2.4435157513016015, 1
CON korean 044,2.43728459656362, 1
CON arabic_arabian_peninsula 3499,2.4305342996441617, 3
CON korean 082,2.4305342996441617, 1
CON korean 074,2.421473291601323, 1
CON chinese 064,2.420980886369041, 1
CON korean 130,2.412052096451186, 2
CON western_hlad Aur,2.412052096451186, 1
CON chinese 266,2.412052096451186, 1
CON western Pic,2.4117448568781104, 4
CON western_rey Pic,2.4117448568781104, 1
CON korean 211,2.411164037162119, 1
CON chinese 246,2.405648644675921, 1
CON korean 056,2.4029458219591895, 1
CON chinese 265,2.399206153587137, 1
CON chinese 089,2.397573377858839, 1
CON chinese 193,2.3933289194724785, 1
CON western_rey Cas,2.389402809643025, 1
CON korean 053,2.387519385634091, 1
CON western_hlad Car,2.3767412117394535, 1
CON boorong Wpl,2.3635121653635545, 1
CON western_SnT Scl,2.3604278038221183, 1
CON ruelle Vul,2.3548926458006414, 1
CON macedonian 015,2.34675785364965, 1
CON ruelle Lyr,2.34675785364965, 1
CON korean 238,2.3451346476775945, 1
CON chinese 318,2.34201651962435, 1
CON arabic_ancient 4799,2.336034959379936, 1
CON romanian Cma,2.3254141126428, 1
CON arabic_arabian_peninsula 2805,2.3246557747538086, 3
CON sardinian 007,2.3246557747538086, 1
CON arabic_ancient 3002,2.3223428336316947, 2
CON japanese_moon_stations 08,2.3223428336316947, 1
CON chinese 240,2.307190448505475, 1
CON arabic_ancient 2299,2.305653826120843, 1
CON chinese 292,2.301584778312157, 1
CON western_hlad For,2.2994588836497987, 2
CON korean 080,2.2955609175251084, 2
CON korean 244,2.287758498194125, 2
CON chinese 148,2.284741891636114, 1
CON korean 111,2.2771158713208757, 1
CON western Equ,2.2735264481474027, 4
CON korean 078,2.267014715368956, 1
CON korean 162,2.261782561290122, 1
CON chinese 086,2.2579670048465603, 1
CON korean 258,2.246251335553538, 1
CON korean 037,2.2462354507119864, 1
CON chinese 017,2.237768564251175, 1
CON western_rey DraH,2.2259114922637226, 1
CON chinese 208,2.2259114922637226, 1
CON arabic_arabian_peninsula 3299,2.2179900634240437, 3
CON korean 216,2.216267625241181, 1
CON arabic_ancient 0799,2.216267625241181, 2
CON arabic_ancient 4699,2.214620471815297, 1
CON ruelle Col,2.214620471815297, 1
CON chinese 139,2.1915782734290628, 1
CON western Aps,2.1889153853085945, 2
CON western_hlad Aps,2.1889153853085945, 2
CON arabic_al-sufi Tri,2.1884621313814514, 1
CON arabic_arabian_peninsula 2803,2.1837642538593474, 3
CON chinese 142,2.1797345540795035, 1
CON chinese 297,2.167744357775047, 1
CON western Tuc,2.153476615558414, 2
CON korean 175,2.1517843707133673, 1
CON japanese_moon_stations 18,2.142084772093147, 1
CON korean 261,2.1411355070080904, 1
CON western_rey DraF,2.1289323936979243, 1
CON ruelle Cap,2.1251983946819757, 1
CON romanian C3i,2.1246012233506306, 1
CON arabic_ancient 4207,2.1243477896642498, 1
CON hawaiian_starlines MEE,2.111061284462224, 4
CON indian N09,2.1095802963197965, 1
CON chinese 244,2.104924156837763, 1
#CON arabic_arabian_peninsula 300,2.102311031753191, 10
CON arabic_arabian_peninsula 2650,2.0989169050116003, 1
CON korean 176,2.0854295483465872, 2
CON chinese 007,2.0854295483465872, 1
CON ruelle Cam,2.080428771545481, 1
CON korean 208,2.0579947584434857, 2
CON romanian Cat,2.052280397630429, 1
CON korean 158,2.040934189052027, 2
CON korean 209,2.0338863402860197, 1
CON ruelle Mon,2.0304377261931226, 1
CON chinese 192,2.0204421375985806, 1
CON korean 066,2.0179812785100686, 1
CON japanese_moon_stations 10,2.0179812785100686, 1
CON egyptian 015,2.011460867122036, 1
CON korean 008,2.003116512408459, 2
CON chinese 241,2.0027392168996463, 1
CON ruelle Sct,2.0020929028422434, 1
CON korean 213,1.9921687187737993, 1
CON western_hlad Mus,1.9908093176189345, 1
CON korean 165,1.9854996418620363, 1
CON egyptian 028,1.9846776608044696, 1
CON chinese 154,1.9827359010911831, 1
CON western_SnT Sex,1.9825346144919025, 1
CON korean 184,1.9761990834604268, 1
CON egyptian 025,1.9682134158722544, 1
CON chinese 225,1.966855116646983, 1
CON korean 154,1.9610144744534321, 2
CON arabic_ancient 4499,1.9610144744534321, 1
CON western Oct,1.9541235690454242, 4
CON chinese 249,1.9431573369638775, 1
CON chinese 147,1.9427771815854376, 1
CON chinese 190,1.9420594175474108, 1
CON arabic_arabian_peninsula 3199,1.9355958717140926, 3
CON korean 151,1.935037553620585, 2
CON korean 081,1.929032022867509, 2
CON japanese_moon_stations 12,1.929032022867509, 1
CON egyptian 024,1.9250284764041607, 1
CON korean 024,1.9243901409343425, 1
CON tukano 010,1.908996178085459, 2
CON ruelle Gru,1.9037227134451689, 1
CON western Hyi,1.9015786391252105, 2
CON chinese 309,1.8849185073744954, 1
CON korean 257,1.8776623074239196, 1
CON western_hlad Ant,1.8724445598860129, 2
CON chinese 233,1.8683862989751923, 1
CON chinese 127,1.8677314692404419, 1
CON chinese 038,1.8614383296344617, 1
CON korean 140,1.8473121221514999, 1
CON korean 031,1.8296559443035212, 1
CON chinese 271,1.8296559443035212, 1
CON chinese 067,1.8155996537895975, 1
CON korean 018,1.8035011772340186, 2
CON japanese_moon_stations 03,1.8035011772340186, 1
CON chinese 088,1.7910021143304102, 1
CON western_hlad Nor,1.7882346527051607, 3
CON korean 113,1.7863547167142197, 1
CON western_rey Equ,1.7639551405959464, 2
CON indian N05,1.763896069548535, 1
CON arabic_arabian_peninsula 4201,1.763896069548535, 3
CON korean 172,1.763896069548535, 2
CON korean 084,1.7597611325340023, 1
CON western Scl,1.7556585661172799, 2
CON western_hlad Scl,1.7556585661172799, 1
CON korean 007,1.755610463053694, 2
CON chinese 051,1.7358708512136867, 1
CON chinese 053,1.735297198043281, 1
CON arabic_ancient 4399,1.715925346217173, 1
CON chinese 237,1.7155432924810645, 1
CON western_rey GSq,1.6904311208883092, 2
CON korean 260,1.6851961207163382, 1
CON korean 023,1.679248288839026, 1
CON korean 245,1.673131946914422, 1
CON western Ind,1.6713257409054514, 2
CON chinese 111,1.6705880786154197, 1
CON korean 230,1.6534504511983354, 1
CON western_SnT Tel,1.6488795106039136, 1
CON western Com,1.6127570068103063, 5
CON western_rey Com,1.6127570068103063, 1
CON western_SnT Com,1.6127570068103063, 1
CON korean 152,1.6111128242427706, 2
CON chinese 308,1.5981125788911605, 1
CON chinese 098,1.5819502335698226, 1
CON western Hor,1.5794984172059179, 2
CON egyptian 023,1.5561840987648756, 1
CON western Tri,1.55340104034358, 6
CON chinese 173,1.5493091284483296, 1
CON chinese 145,1.5231941743001431, 1
CON macedonian 003,1.495668095938396, 1
CON korean 015,1.4897180503679954, 1
CON chinese 191,1.4889781744321662, 1
CON korean 128,1.487028838714681, 1
CON korean 182,1.4843394191325965, 1
CON macedonian 013,1.483740072772287, 1
CON korean 076,1.4582777047573134, 1
CON korean 240,1.4467351511064885, 1
CON chinese 295,1.4442301933715551, 1
CON indian N16,1.4406687595916448, 1
CON mongolian 004,1.4324369760306532, 1
CON arabic_ancient 0899,1.4218403993366717, 1
CON korean 217,1.3984248023883983, 1
CON inuit 005,1.3912001843013495, 1
CON chinese 296,1.3795323683330265, 1
CON chinese 153,1.3448232089870458, 1
CON western_hlad Hyi,1.3128838613626332, 2
CON arabic_arabian_peninsula 2603,1.3014894049076575, 6
CON korean 160,1.3002446694131966, 1
CON chinese 256,1.2968585697089776, 1
CON chinese 261,1.285064349743268, 1
CON korean 180,1.265142559201073, 1
CON korean 135,1.2589337416106405, 1
CON egyptian 008,1.2404517766423433, 1
CON korean 101,1.2351289910907446, 1
CON korean 052,1.206706075093008, 3
CON korean 218,1.2024199324621785, 1
CON western Tra,1.2019442916212748, 5
CON indian N28,1.174745516349966, 1
CON korean 134,1.0402615228776042, 1
CON chinese 071,1.010812294669663, 1
CON chinese 074,0.9810395983042941, 1
CON chinese 180,0.919453256393158, 1
CON korean 127,0.836921357781825, 1
CON indian N02,0.7992230367612428, 2
CON chinese 034,0.7705715635797221, 1
CON chinese 273,0.7368831948610091, 1
CON chinese 117,0.7328141734269138, 1
CON korean 019,0.6782917258610651, 1
CON western_hlad Sex,0.44358989070716276, 1
CON korean 231,0.30332620708963165, 1
CON bugis 012,0.29905654537460497, 1
CON korean 132,0.28469766126142404, 1
CON chinese 306,0.2760763833820391, 1
CON arabic_ancient 2002,0.2616255556419678, 1
CON korean 133,0.23768600063325082, 1
CON macedonian 012,0.21792502153555499, 1
CON western Cir,0.1241278716795921, 5
