Constellation, Max Equal Spacing, Same Constellations Accross Cultures 
CON western Dra,0.27331864203047074, 4
CON western_hlad Dra,0.27331864203047074, 1
CON western Aps,0.27370009841139853, 2
CON western_hlad Aps,0.27370009841139853, 2
CON korean 051,0.27377444909913934, 1
CON northern_andes 003,0.27433596939276295, 1
CON western_SnT Aqr,0.27451763326689027, 1
CON arabic_al-sufi Per,0.2753220272901551, 1
CON western_SnT Per,0.2753220272901551, 1
CON arabic_al-sufi Cyg,0.2756160134512311, 1
CON western_rey Psc,0.27571989166052674, 1
CON western_SnT Psc,0.27571989166052674, 1
CON korean 103,0.27649375487888794, 1
CON japanese_moon_stations 15,0.27649375487888794, 1
CON western_rey And,0.27649375487888794, 1
CON book-of-the-stars-almagest SFA,0.27649375487888794, 1
CON western_SnT And,0.27649375487888794, 1
CON chinese 184,0.277193714282998, 1
CON western_rey Cep,0.27889523912013536, 1
CON western_SnT Cep,0.27889523912013536, 1
CON western Psc,0.27891470782333283, 1
CON chinese_contemporary Psc,0.27891470782333283, 1
CON western_hlad Psc,0.27891470782333283, 1
CON korean 170,0.2790317159448376, 1
CON arabic_ancient 1999,0.2791704847227914, 2
CON ruelle CrB,0.27934812755836463, 1
CON western Mon,0.2798011564276516, 2
CON western_hlad Mon,0.2798011564276516, 1
CON western_rey Mon,0.2798011564276516, 1
CON western_SnT Mon,0.2798011564276516, 1
CON western_rey Gem,0.27980875648851866, 1
CON western_rey Aur,0.2798159169330486, 1
CON romanian C3i,0.2798159169330486, 1
CON western_SnT Aur,0.2798159169330486, 1
CON arabic_ancient 5099,0.2802881291224289, 1
CON chinese 038,0.28036743329079056, 1
CON ruelle Peg,0.28098787261534425, 1
CON arabic_ancient 0999,0.28132078565492685, 1
CON romanian Vca,0.28142585503694884, 1
CON western_rey Leo,0.2815874042864414, 1
CON arabic_al-sufi Leo,0.2815874042864414, 1
CON western Scl,0.28176136860702083, 2
CON western Cet,0.2821481901142974, 2
CON arabic_arabian_peninsula 3299,0.28304915207463854, 3
CON arabic_al-sufi Cap,0.28403544773292977, 1
CON ruelle Aqr,0.28462710983100514, 1
CON arabic_ancient 3004,0.2861214387684968, 1
CON tongan 007,0.28659281867578057, 1
CON western_hlad Pup,0.2866800701404296, 1
CON western_SnT Her,0.28680253014181384, 1
CON anutan 003,0.28710118518363237, 1
CON western Pup,0.28710349993132, 2
CON arabic_arabian_peninsula 2999,0.28778535118915216, 3
CON western Gru,0.2879098776744714, 3
CON western_rey Cyg,0.28852840476689934, 1
CON japanese_moon_stations 10,0.2886491505780414, 1
CON chinese 254,0.28871011739924957, 1
CON korean 061,0.2888145123243818, 1
CON korean 075,0.2895001601774734, 1
CON western_rey Pup,0.289722842327804, 1
CON western_SnT Pup,0.289722842327804, 1
CON korean 114,0.28992001415399804, 1
CON western_rey Per,0.28992001415399804, 1
CON chinese 213,0.28992001415399804, 1
CON navajo 004,0.2905619239295133, 1
CON korean 026,0.2909428941630149, 2
CON western_hlad Col,0.2912513427290691, 2
CON romanian Csa,0.2925054220212716, 1
CON western_rey Pyx,0.29349882684353534, 2
CON korean 158,0.29378837199089314, 2
CON romanian Bar,0.29455106401680353, 1
CON korean 188,0.29460351547606156, 1
CON japanese_moon_stations 26,0.29460351547606156, 1
CON arabic_al-sufi Hya,0.29460351547606156, 1
CON korean 245,0.2961309519542184, 1
CON northern_andes 004,0.29670128915992017, 1
CON ruelle Ari,0.29690862607195034, 1
CON western Lep,0.2981706621644121, 2
CON arabic_al-sufi Lep,0.2981706621644121, 1
CON ruelle Lac,0.2983734872703367, 1
CON korean 014,0.2994788619449549, 2
CON boorong Ktc,0.29960827742119145, 1
CON bugis 005,0.2997508530670112, 1
CON arabic_al-sufi Ser,0.2998345056473632, 1
CON boorong Ydk,0.3018512291731746, 1
CON aztec 003,0.3025450825856214, 1
CON chinese 149,0.30306946202993595, 1
CON arabic_ancient 1501,0.3032419356732504, 1
CON egyptian 024,0.3033152466788359, 1
CON romanian Cma,0.3042929768917278, 1
CON korean 144,0.30569302772720375, 1
CON western_rey DraF,0.3064653201070314, 1
CON chinese 231,0.3066080466590379, 1
CON boorong Bun,0.3066787137216669, 1
CON ruelle Lib,0.30770610314200736, 1
CON chinese 308,0.3093882909702683, 1
CON boorong Nln,0.30973341498676976, 1
CON chinese 167,0.30983996977853634, 1
CON western Per,0.30998373490068554, 3
CON korean 259,0.31166780546206824, 1
CON chinese 074,0.31209606104371557, 1
CON indian N19,0.31301055404586264, 1
CON korean 038,0.31301055404586264, 2
CON maori 004,0.31301055404586264, 1
CON ruelle Sco,0.31301055404586264, 1
CON arabic_al-sufi Sco,0.31301055404586264, 1
CON chinese 024,0.31301055404586264, 1
CON arabic_al-sufi Cep,0.3130882294767244, 1
CON chinese 209,0.31328893935086943, 1
CON ruelle Leo,0.3141096246833721, 1
CON chinese 242,0.31435958109969075, 1
CON western_rey Ser,0.31444093761036807, 1
CON western_rey SerCp,0.31444093761036807, 1
CON western_SnT Aql,0.3145818198106578, 1
CON arabic_ancient 5399,0.3154172558108562, 1
CON ruelle Her,0.3159842159410937, 1
CON western_hlad Tuc,0.316075432475049, 2
CON western_rey Tuc,0.316075432475049, 1
CON korean 230,0.3161030304950617, 1
CON western_hlad Oct,0.31614327464746017, 1
CON egyptian 013,0.3168010554220535, 1
CON western_rey Peg,0.3171953540378246, 1
CON korean 136,0.3180283871745701, 1
CON egyptian 011,0.3185100519949906, 1
CON western_hlad Cap,0.3188010965717366, 1
CON western Mus,0.31890484345579206, 2
CON navajo 001,0.3193244549330121, 1
CON chinese 051,0.31936615196460016, 1
CON blackfoot 003,0.31966057186525254, 1
CON navajo 003,0.3201036385771499, 1
CON tukano 005,0.3206136834669036, 1
CON chinese 118,0.3216451545545702, 1
CON indian N03,0.3223292041020538, 1
CON sardinian 002,0.3223292041020538, 1
CON western_rey Equ,0.3229816200187786, 2
CON western_hlad Hya,0.3231316265238311, 1
CON ruelle Hya,0.3231316265238311, 1
CON western_rey Hya,0.3231316265238311, 1
CON western_SnT Hya,0.3231316265238311, 1
CON boorong Djt,0.32338253100206604, 1
CON navajo 005,0.32356152623439993, 3
CON boorong Lnk,0.32356152623439993, 1
CON western Vel,0.3245821235962051, 2
CON western_rey Vel,0.3245821235962051, 1
CON western Hyi,0.3265320381182677, 2
CON western_rey Hyi,0.3265320381182677, 1
CON korean 121,0.3268904207103008, 1
CON chinese 229,0.32716676070071177, 1
CON western_rey Ind,0.3273718687444522, 1
CON western_hlad Sgr,0.327953898645196, 1
CON navajo 008,0.3283462672490468, 1
CON egyptian 003,0.3288887777882519, 1
CON korean 190,0.3294384837416978, 1
CON arabic_arabian_peninsula 2550,0.32962113272592664, 3
CON arabic_ancient 2506,0.32962113272592664, 1
CON korean 129,0.32965249164038934, 1
CON western Cen,0.33110325024972, 2
CON tupi 001,0.3311498643630866, 1
CON western_rey Car,0.33136574307055033, 1
CON western_SnT Car,0.33136574307055033, 1
CON western Equ,0.33163113670109445, 4
CON ruelle Lyn,0.3320508102452324, 1
CON arabic_al-sufi Vir,0.33297231639225344, 1
CON inuit 004,0.3337878594780317, 1
CON arabic_al-sufi Aql,0.3352035307847033, 1
CON western_hlad Pyx,0.3370221917598357, 1
CON chinese 132,0.3379481915507454, 1
CON chinese 156,0.33903190173092956, 1
CON western Ser,0.339220075877786, 2
CON arabic_ancient 6199,0.3392655393996261, 1
CON korean 058,0.3397331159602844, 1
CON chinese 253,0.33974136085760875, 1
CON arabic_al-sufi CMa,0.3400419903092353, 1
CON korean 086,0.3402988649481635, 1
CON chinese 136,0.3402988649481635, 1
CON western Aqr,0.34052488488478866, 2
CON western_rey Ori,0.34129074850516133, 1
CON romanian Sar,0.3420802856765832, 1
CON chinese 284,0.3427424741447265, 1
CON western Her,0.34323575187247124, 1
CON chinese_contemporary Her,0.34323575187247124, 1
CON romanian Omu,0.34323575187247124, 1
CON arabic_al-sufi Her,0.34323575187247124, 1
CON egyptian 002,0.34351732817401687, 1
CON lokono 011,0.34411730418286524, 1
CON western_rey Sco,0.34421466186894123, 1
CON mandar 002,0.34421466186894123, 1
CON bugis 002,0.34421466186894123, 1
CON western_SnT Sco,0.34421466186894123, 1
CON chinese 130,0.3448477859261543, 1
CON korean 084,0.34541123772817606, 1
CON chinese 057,0.3484998308954482, 1
CON western_rey PsA,0.3487603155208473, 2
CON arabic_al-sufi PsA,0.3487603155208473, 1
CON korean 091,0.34881975871769855, 1
CON western_SnT CrA,0.34959260895877853, 1
CON arabic_al-sufi Cet,0.3502268993337335, 1
CON japanese_moon_stations 08,0.35058408484654957, 1
CON western_rey Lyr,0.35148280879391486, 1
CON chinese 318,0.35150552852725053, 1
CON chinese 221,0.3518908251946748, 1
CON romanian Cap,0.35190049827643144, 1
CON western_SnT Cap,0.35190049827643144, 1
CON tukano 001,0.3526380341673717, 1
CON korean 050,0.3526380341673717, 1
CON western CrA,0.3526380341673717, 2
CON arabic_al-sufi CrA,0.3526380341673717, 1
CON lokono 012,0.3526380341673717, 1
CON western_rey Her,0.35361070101895853, 1
CON romanian Rar,0.35382009703187656, 1
CON tupi 002,0.35382009703187656, 1
CON bugis 008,0.35382009703187656, 1
CON korean 085,0.35449938825499916, 1
CON romanian Psc,0.3545710234684832, 1
CON western_SnT Oph,0.3553652080875399, 1
CON arabic_al-sufi Peg,0.35991332097970763, 1
CON western_hlad Eri,0.36001494196743544, 1
CON egyptian 023,0.36021514622465267, 1
CON western_rey Lup,0.36052854946316476, 1
CON boorong Pur,0.3621725010796484, 1
CON western_rey Cen,0.3623822188459569, 1
CON egyptian 005,0.36242833738012714, 1
CON korean 165,0.36281354233619695, 1
CON chinese 069,0.3630988909475332, 1
CON tukano 003,0.36312722988626694, 1
CON western_hlad Equ,0.36312736550115376, 1
CON hawaiian_starlines KOM,0.36331078169369724, 1
CON western Eri,0.3646156633465291, 2
CON western Aql,0.3649896076760674, 2
CON ruelle Aql2,0.3649896076760674, 1
CON ruelle And,0.36629425075486977, 1
CON western_rey Aql,0.36760923502329973, 1
CON korean 150,0.36838084345500555, 1
CON aztec 001,0.36838084345500555, 1
CON japanese_moon_stations 09,0.3684145869774671, 1
CON macedonian 013,0.36941406989748105, 1
CON western_rey Eri,0.3698442247737624, 1
CON ruelle UMa,0.3703207308908768, 1
CON arabic_al-sufi UMa,0.37104891817508767, 1
CON egyptian 017,0.37134730842472596, 1
CON western CMa,0.371395194421737, 1
CON boorong Yur,0.3716240869351126, 1
CON arabic_al-sufi Ara,0.37185492428757316, 1
CON western Lup,0.37456849177765383, 2
CON chinese 275,0.37489381566806, 1
CON western Peg,0.3754405396225915, 2
CON western_SnT Peg,0.3754405396225915, 1
CON arabic_al-sufi SHr,0.37636793861888584, 1
CON korean 252,0.377372460103186, 2
CON arabic_ancient 1502,0.377372460103186, 1
CON western_hlad Oph,0.377372460103186, 1
CON arabic_ancient 1101,0.378547302513403, 1
CON arabic_ancient 1199,0.378547302513403, 1
CON arabic_al-sufi Tau,0.3790305648632648, 1
CON northern_andes 001,0.37905370152869555, 1
CON chinese 301,0.37927019199295353, 1
CON arabic_al-sufi Lyr,0.3796741939568458, 1
CON bugis 006,0.38218636154002844, 1
CON egyptian 010,0.3829509455446773, 1
CON arabic_al-sufi Dra,0.3837993434575306, 1
CON romanian Var,0.38489633052654626, 1
CON chinese 206,0.3856870575243316, 1
CON chinese 252,0.38574331249808463, 1
CON siberian DNe,0.38712942669215933, 1
CON western_rey Lib,0.38816691482133014, 2
CON arabic_al-sufi Psc,0.3882910189367821, 1
CON ruelle Vir,0.38926435572125817, 1
CON egyptian 016,0.3896082612484284, 1
CON arabic_ancient 6099,0.3898145854448825, 1
CON arabic_al-sufi And,0.39053486396953824, 1
CON arabic_ancient 2008,0.3910593388425947, 1
CON arabic_ancient 2099,0.3910593388425947, 1
CON western_rey Tau,0.3918947133875874, 1
CON western_SnT Tau,0.3918947133875874, 1
CON western_rey Oph,0.3928107115086754, 1
CON korean 214,0.3937371659199641, 1
CON chinese 240,0.3952750420960164, 1
CON western Hya,0.3974400626141925, 2
CON egyptian 007,0.39790063377047324, 1
CON arabic_al-sufi Cen,0.3989773165922116, 1
CON korean 022,0.3994849588793286, 1
CON tupi 003,0.3999925525248811, 1
CON arabic_al-sufi Lup,0.400015088178257, 1
CON western_rey Boo,0.40034018369361607, 1
CON lokono 006,0.40062217857230253, 1
CON western Car,0.4011234717922678, 2
CON tupi 004,0.4011234717922678, 1
CON western_rey Cap,0.40237493016972026, 1
CON western_SnT Hor,0.40267379183566454, 1
CON western_hlad Hor,0.40268827147395664, 1
CON arabic_ancient 2899,0.4031694587637102, 1
CON western_SnT UMa,0.40328343826223173, 1
CON boorong Tbg,0.40377685492838467, 1
CON ruelle Sgr,0.4042158320492374, 1
CON ruelle Eri,0.40659926276629943, 1
CON western Ara,0.4069650631529981, 2
CON ruelle Com,0.4077943597587821, 1
CON arabic_ancient 2699,0.4100646868687503, 1
CON arabic_al-sufi Oph,0.4102468171415482, 1
CON chinese 043,0.4103817431518647, 1
CON arabic_al-sufi Eri,0.4120001191730839, 1
CON western_SnT Eri,0.4120001191730839, 1
CON northern_andes 002,0.4128018492833135, 1
CON western Sct,0.41282715406653553, 2
CON chinese 125,0.4140143845688043, 1
CON arabic_ancient 1399,0.4146421868625615, 1
CON chinese 251,0.41536183489790035, 1
CON ruelle Tau,0.4162044717492279, 1
CON arabic_al-sufi Aqr,0.4164914286669872, 1
CON chinese 290,0.416671605055729, 1
CON arabic_al-sufi Ori,0.41930012822894397, 1
CON korean 197,0.421720959525029, 2
CON ruelle Cap,0.4222447346248833, 1
CON western_rey Aqr,0.42516377731337424, 1
CON ruelle Oph,0.42621107567186095, 1
CON ruelle CarPupVel,0.42849921998128937, 1
CON western_rey Uma,0.42893410622305844, 1
CON arabic_al-sufi Arg,0.43519479920631243, 1
CON arabic_ancient 2599,0.44067626764381684, 1
CON arabic_al-sufi Boo,0.44340003714311355, 1
CON chinese 236,0.44392436226991977, 1
CON maori 006,0.44520340298476535, 1
CON arabic_al-sufi Sgr,0.44554236510341544, 1
CON chinese 119,0.44554756070256113, 1
CON arabic_al-sufi Tri,0.44601001929424827, 1
CON chinese 215,0.4570367651327664, 1
CON navajo 006,0.4709834159478493, 1
CON korean 031,0.47815951618411084, 1
CON chinese 271,0.47815951618411084, 1
CON western_SnT Com,0.5, 1
